"id","hotel_id","url_id","language","description","created_at","updated_at"
"a17210d6-83e9-4995-8b64-c1e5a597ffd9","6f98bb98-d3ff-4cc7-b3fd-1b9d4dde0a39","b2adb08c-a3aa-4322-aa7b-de96f92be18c","de","Das B&B Hotel Wien-Hbf begrüßt Sie in idealer Lage im 10. Wiener Bezirk, 2,3 km vom Schloss Belvedere, 3,4 km von Karlskirche und 3,5 km von der Wiener Staatsoper entfernt.

Alle Zimmer im Hotel verfügen über einen Schreibtisch, einen Flachbild-TV und ein eigenes Bad. Alle Zimmer im B&B Hotel Wien-Hbf verfügen über eine Klimaanlage und einen Kleiderschrank.

Morgens stärken Sie sich an einem Frühstücksbuffet.

Die Mitarbeiter sprechen Deutsch und Englisch und sind Ihnen jederzeit an der Rezeption behilflich.

Das Leopold Museum liegt 4,2 km vom B&B Hotel Wien-Hbf entfernt und das Haus des Meeres erreichen Sie nach 4,3 km. Der nächstgelegene Flughafen ist der 17 km vom Hotel entfernte internationale Flughafen Wien.","2026-03-13 21:15:23.051511+00","2026-03-13 21:15:23.051514+00"
"876c25f5-92a8-4ac2-aa11-f1bcee02ad82","8911e054-fc70-4904-b12a-3e265fc35f9c","b2adb08c-a3aa-4322-aa7b-de96f92be18c","en","Ideally located in the 10th district of Vienna, B&B Hotel Wien-Hbf is located 2.3 km from Belvedere Palace, 3.4 km from Karlskirche and 3.5 km from the Viennese State Opera.

At the hotel, all rooms include a desk, a flat-screen TV and a private bathroom. All guest rooms at B&B Hotel Wien-Hbf feature air conditioning and a wardrobe.

Guests at the accommodation can enjoy a buffet breakfast.

Speaking German and English, staff are always on hand to help at the reception.

Leopold Museum is 4.2 km from B&B Hotel Wien-Hbf, while Haus des Meeres is 4.3 km from the property. The nearest airport is Vienna International Airport, 17 km from the hotel.

Guests receive a discount at a public car park, located a 2-minute walk away.","2026-03-13 21:12:45.474054+00","2026-03-13 21:12:45.474057+00"
"8dfd0759-1a04-4d25-b27d-dbc5c844a255","78031acf-a0e0-4218-a58e-f057695a8be8","cb8a1507-36f5-43ea-8155-7d03f4241090","es","The Social Hub Vienna tiene centro de fitness, jardín, salón de uso común y terraza en Viena. Este hotel de 4 estrellas tiene wifi gratis, restaurante y bar. El alojamiento dispone de ocio nocturno y servicio de conserjería.

Todas las habitaciones en el hotel están equipadas con aire acondicionado, zona de estar, TV de pantalla plana con canales vía satélite, caja fuerte y baño privado con ducha, artículos de aseo gratuitos y secador de pelo. Las habitaciones tienen hervidor, y algunas también ofrecen cocina con nevera, lavavajillas y microondas. En The Social Hub Vienna, todas las habitaciones tienen ropa de cama y toallas.

En el alojamiento se puede disfrutar de un desayuno buffet.

The Social Hub Vienna ofrece zona de juegos infantil. Se puede jugar al ping-pong en el hotel, y la zona es ideal para practicar ciclismo.

En la recepción, el personal habla búlgaro, alemán, inglés y español.

Cerca del alojamiento hay puntos de interés como Prater de Viena, Casa de Arte de Viena - Hundertwasserhouse y Recinto ferial Messe Wien. El aeropuerto (Aeropuerto internacional de Viena) está a 19 km.","2026-03-13 21:14:04.528694+00","2026-03-13 21:14:04.528697+00"
"04af452d-8688-41a5-93f9-d5b5296c2b52","0509e388-8d03-4bca-b500-baebb60fc8df","cb8a1507-36f5-43ea-8155-7d03f4241090","en","Comfortable Accommodations:The Social Hub Vienna in Vienna offers family rooms with air-conditioning, private bathrooms, and modern amenities. Each room includes a work desk, TV, and free WiFi, ensuring a pleasant stay.Exceptional Facilities:Guests can enjoy a fitness centre, garden, terrace, restaurant, bar, and lounge. Additional facilities include a yoga studio, fitness classes, and evening entertainment. Free WiFi is available throughout the property.Dining Experience:The modern, family-friendly restaurant serves brunch, lunch, dinner, high tea, and cocktails. Menus cater to vegetarian, vegan, and gluten-free diets, providing diverse dining options.Prime Location:Located 19 km from Vienna International Airport, the hotel is a short walk from Vienna Prater and close to attractions such as Kunst Haus Wien and Messe Wien. Public transport options nearby enhance convenience.","2026-03-13 21:18:20.180764+00","2026-03-13 21:18:20.180767+00"
"fbcbc55f-74d1-4578-a0e8-66d3e288aa1d","29b1daa9-0315-4a9c-a440-cd6153b17055","b2adb08c-a3aa-4322-aa7b-de96f92be18c","fr","Le B&B Hotel Wien-Hbf bénéficie d'un emplacement privilégié dans le 10ème arrondissement de Vienne, à 2,3 km du palais du Belvédère, à 3,4 km de la Karlskirche et à 3,5 km de l'opéra d'État de Vienne.

Les chambres du B&B Hotel Wien-Hbf comprennent toutes un bureau, une télévision à écran plat et une salle de bains privative. Vous disposerez aussi de la climatisation et d'une armoire.

Cet établissement sert un petit-déjeuner buffet.

Parlant anglais et allemand, le personnel de la réception se tient en permanence à votre disposition.

Le B&B Hotel Wien-Hbf se trouve à 4,2 km du musée Léopold et à 4,3 km de la Haus des Meeres. L'aéroport international de Vienne est le plus proche, à 17 km de l'hôtel.","2026-03-13 21:19:37.542313+00","2026-03-13 21:19:37.542316+00"
"99ebe6ff-fa28-4523-a7ff-e456c54173fc","7aa8d253-11d1-4f39-85da-246648e730f5","cb8a1507-36f5-43ea-8155-7d03f4241090","de","Die Unterkunft The Social Hub Vienna hat ein Fitnesscenter, einen Garten, eine Gemeinschaftslounge und eine Terrasse in Wien. Dieses Hotel mit 4 Sternen und kostenlosem WLAN verfügt über ein Restaurant und eine Bar. Die Unterkunft bietet eine Abendunterhaltung und einen Conciergeservice.

In der Unterkunft The Social Hub Vienna ist jedes Zimmer versehen mit Klimaanlage, einem Sitzbereich, einem Flachbild-TV mit Satellitenkanälen, einem Safe und einem eigenen Badezimmer mit einer Dusche kostenlosen Pflegeprodukten und einem Haartrockner. Hier sind die Zimmer versehen mit einem Wasserkocher – einige Zimmer sind bereichert mit einer Küche mit einem Kühlschrank, einem Geschirrspüler und einer Mikrowelle. In der Unterkunft The Social Hub Vienna sind alle Zimmer versehen mit Bettwäsche und Handtüchern.

Gäste der Unterkunft The Social Hub Vienna können ein als Buffet angebotenes Frühstück genießen.

Die Unterkunft The Social Hub Vienna bietet einen Kinderspielplatz. An der Unterkunft The Social Hub Vienna können Sie Tischtennis spielen. Die Gegend ist beliebt zum Fahrradfahren.

Mitarbeitende an der Rezeption sprechen Bulgarisch, Deutsch, Englisch und Spanisch.

In der Nähe der Unterkunft The Social Hub Vienna finden Sie die interessanten Orte Wiener Prater, KunstHausWien und Messe Wien. Der nächstgelegene Flughafen ist der Flughafen Wien-Schwechat, 19 km von der Unterkunft The Social Hub Vienna entfernt.","2026-03-13 21:21:06.39208+00","2026-03-13 21:21:06.392082+00"
"1219a877-0e6c-4388-b951-65605faad687","af2d07d3-e149-48eb-a309-596a8c56bac3","b2adb08c-a3aa-4322-aa7b-de96f92be18c","it","Situato in una posizione ideale nel 10° distretto di Vienna, il B&B Hotel Wien-Hbf si trova a 2,3 km dal Belvedere, a 3,4 km da Karlskirche e a 3,5 km dalla Wiener Staatsoper.

Tutte le camere sono dotate di scrivania, TV a schermo piatto e bagno privato. Tutte le camere del B&B Hotel Wien-Hbf sono dotate di aria condizionata, armadio.

Al mattino vi attende una colazione a buffet.

Il personale della reception parla tedesco e inglese ed è sempre a vostra disposizione.

Il B&B Hotel Wien-Hbf dista 4,2 km dal Museo Leopold e 4,3 km dalla Haus des Meeres. L'Aeroporto più vicino è quello Internazionale di Vienna, a 17 km.","2026-03-13 21:22:25.129167+00","2026-03-13 21:22:25.129169+00"
"27d8ffc4-31c2-4d1a-b3db-b1097504ce46","186ad2df-b478-4c96-97e8-99b2f72aa3d9","cb8a1507-36f5-43ea-8155-7d03f4241090","fr","Situé à Vienne, l’établissement The Social Hub Vienna possède une salle de sport, un jardin, un salon commun et une terrasse. Cet hôtel 4 étoiles propose une connexion Wi-Fi gratuite, un restaurant et un bar. Vous trouverez sur place des animations en soirée et un service de concierge.

Tous les hébergements sont pourvus de la climatisation, d’un coin salon, d'une télévision à écran plat avec les chaînes du satellite et d'un coffre-fort. Ils possèdent également une salle de bains privative comportant une douche, des articles de toilette gratuits et un sèche-cheveux. Vous bénéficierez d'une bouilloire. Certains hébergements possèdent également une cuisine équipée d’un réfrigérateur, d’un lave-vaisselle et d’un micro-ondes. Des serviettes et du linge de lit sont fournis.

Un petit-déjeuner buffet est servi sur place.

Cet établissement dispose d’une aire de jeux pour enfants. Vous pourrez pratiquer diverses activités sur place ou dans les environs, telles que le vélo et le ping-pong.

Le personnel de la réception parle bulgare, allemand, anglais et espagnol.

Vous séjournerez à proximité de ces lieux d’intérêt : Prater de Vienne, Kunst Haus Wien - Musée Hundertwasser et Parc des expositions de Vienne. L'aéroport le plus proche (Aéroport de Vienne-Schwechat) est à 19 km.","2026-03-13 21:23:43.941379+00","2026-03-13 21:23:43.941382+00"
"f33db1c3-625f-4465-a100-8ed8c80c2c60","a84504c6-53cf-4761-a401-84c04ff4dd7a","b2adb08c-a3aa-4322-aa7b-de96f92be18c","nl","B&B Hotel Wien-Hbf beschikt over kamers met airconditioning en een flatscreen-tv met satellietzenders in de 10. De wijk Favoriten van Wenen. De accommodatie ligt op 2,3 km van Slot Belvedere, op 3,4 km van de Karlskirche en op 3,5 km van de Weense Staatsopera. De accommodatie is rookvrij en ligt op 2,2 km van het Museum van Militaire Geschiedenis.

Alle kamers van het hotel zijn voorzien van een bureau. De kamers van B&B Hotel Wien-Hbf hebben ook gratis WiFi en een eigen badkamer met een douche en een haardroger. Alle kamers zijn voorzien van een kledingkast.

U kunt bij de accommodatie genieten van een ontbijtbuffet.

B&B Hotel Wien-Hbf ligt op 3,6 km van de Musikverein en op 3,7 km van het House of Music. De dichtstbijzijnde luchthaven is de internationale luchthaven van Wenen, op 17 km van het hotel.","2026-03-13 21:25:17.95644+00","2026-03-13 21:25:17.956444+00"
"3cbbf080-660a-4620-bb69-051a9a515ab3","35a64e20-a1d0-4d10-915e-cd97c345f753","cb8a1507-36f5-43ea-8155-7d03f4241090","it","Sistemazioni Confortevoli:The Social Hub Vienna a Vienna offre camere familiari con aria condizionata, bagni privati e servizi moderni. Ogni camera è dotata di scrivania, WiFi gratuito e area salotto.Ristorazione e Tempo Libero:Gli ospiti possono gustare un ristorante adatto alle famiglie che serve brunch, pranzo, cena, tè pomeridiano e cocktail. Il bar offre un'atmosfera rilassante per l'intrattenimento serale. Le dotazioni aggiuntive includono un centro fitness, una terrazza e una sala giochi.Posizione Ideale:Situato a 19 km dall'Aeroporto Internazionale di Vienna, l'hotel è a pochi passi dal Prater di Vienna e vicino ad attrazioni come il Kunst Haus Wien e la Messe Wien. Nelle vicinanze, potrete praticare attività come pattinaggio su ghiaccio, gite in barca e kayak.Servizi per gli Ospiti:L'hotel offre check-in e check-out privati, reception aperta 24 ore su 24, servizio concierge e servizi di lavanderia. Il WiFi gratuito è disponibile in tutta la struttura.","2026-03-13 21:26:37.466534+00","2026-03-13 21:26:37.466537+00"
"3edd553f-85f0-471f-912d-c05d7446e10d","62b8414b-e1ee-4f20-a9b6-fff5a728a57e","b2adb08c-a3aa-4322-aa7b-de96f92be18c","pt","O B&B Hotel Wien-Hbf dispõe de quartos climatizados com televisão de ecrã plano por satélite no 10. O Bairro Favoriten de Viena. A propriedade está localizada a 2,3 km do Palácio Belvedere, a 3,4 km de Karlskirche e a 3,5 km da Ópera Estatal de Viena. A propriedade é para não fumadores e fica a 2,2 km do Museu da História Militar.

Todos os quartos do hotel incluem uma secretária. Com uma casa de banho privativa equipada com um chuveiro e um secador de cabelo, os quartos do B&B Hotel Wien-Hbf também têm acesso Wi-Fi gratuito. Todos os quartos possuem um roupeiro.

Os hóspedes do alojamento podem desfrutar de um buffet de pequeno-almoço.

O B&B Hotel Wien-Hbf está a 3,6 km da Musikverein e a 3,7 km da Casa da Música. O aeroporto mais próximo é o Aeroporto Internacional de Viena, a 17 km do hotel.","2026-03-13 21:27:55.646499+00","2026-03-13 21:27:55.646503+00"
"84aa878f-92a0-4039-91e2-4ab9616221aa","6e211154-b1b3-477b-86f1-ecd248f17a24","cb8a1507-36f5-43ea-8155-7d03f4241090","nl","The Social Hub Vienna heeft een fitnesscentrum, een tuin, een gedeelde lounge en een terras in Wenen. Dit hotel met 4 sterren biedt gratis WiFi, een restaurant en een bar. De accommodatie heeft avondamusement en een conciërgedienst.

Alle kamers bij het hotel hebben airconditioning, een zithoek, een flatscreen-tv met satellietzenders, een kluisje en een eigen badkamer met een douche, gratis toiletartikelen en een haardroger. Iedere kamer heeft een waterkoker en sommige kamers hebben een keuken met een koelkast, een vaatwasser en een magnetron. Alle kamers bij The Social Hub Vienna hebben beddengoed en handdoeken.

Je kunt bij de accommodatie genieten van een als buffet aangeboden ontbijt.

The Social Hub Vienna biedt een speeltuin. Je kunt tafeltennissen bij het hotel, en gasten gaan er graag fietsen.

Het personeel van de receptie spreekt Bulgaars, Duits, Engels en Spaans.

Populaire bezienswaardigheden in de buurt van The Social Hub Vienna zijn Prater Wenen, Museum KunstHausWien en Messe Wien. Vliegveld Internationale luchthaven Wenen ligt op 19 km van de accommodatie.","2026-03-13 21:29:13.719389+00","2026-03-13 21:29:13.719394+00"
"87e2d138-483d-4d82-bc76-f1731845380d","d5adbede-7767-40ff-bb48-0e8ea42a6e9e","e291038a-022d-4303-ab95-b31b96452ed4","es","El Premier Inn Wien City Hauptbahnhof goza de una ubicación muy práctica junto a la estación de tren principal de Hauptbahnhof, a solo 500 metros del Palacio de Belvedere.

El hotel cuenta con la certificación oficial de ecológico. Las habitaciones de este hotel para no fumadores están equipadas con camas con somier, TV vía satélite, escritorio y baño con secador de pelo. Todas las plantas disponen de un set de té/café compartido.

El Premier Inn Wien City Hauptbahnhof sirve un desayuno buffet abundante que incluye productos ecológicos y especialidades locales.

El bar propone especialidades de café austriacas, como Melange o Einspänner, que se pueden tomar en la cafetería, o un Spritzer (vino mezclado con agua con gas) y otras bebidas en la terraza Schanigarten.

El Premier Inn Wien City Hauptbahnhof está a solo 3 paradas en metro del centro de Viena y de la Catedral de San Esteban.","2026-03-13 21:30:48.240716+00","2026-03-13 21:30:48.240718+00"
"f3a6bb2b-5cf1-4d04-8443-a8c7281b11ce","2d212e36-ea9e-47d6-abce-0905116d9cfd","cb8a1507-36f5-43ea-8155-7d03f4241090","pt","The Social Hub Vienna tem um centro de fitness, jardim, um salão partilhado e terraço em Viena. Este hotel de 4 estrelas dispõe de acesso Wi-Fi gratuito, um restaurante e um bar. O alojamento apresenta entretenimento noturno e um serviço de concierge.

Todos os quartos têm ar condicionado, área de estar, televisão de ecrã plano com canais por satélite, cofre e uma casa de banho privativa com chuveiro, produtos de higiene pessoal gratuitos e um secador de cabelo. Cada quarto tem chaleira, enquanto alguns quartos incluem uma cozinha com um frigorífico, uma máquina de lavar louça e um micro-ondas. No alojamento, os quartos incluem roupa de cama e toalhas.

The Social Hub Vienna disponibiliza pequeno-almoço buffet aos seus hóspedes.

The Social Hub Vienna oferece um parque infantil. Pode jogar ténis de mesa em The Social Hub Vienna, e a área é popular para ciclismo.

Os funcionários da receção falam búlgaro, alemão, inglês e espanhol.

The Social Hub Vienna tem vários pontos de interesse populares nas suas proximidades, incluindo Wiener Prater, Casa de Arte de Viena - Hundertwasserhouse e Feira de Viena. O Aeroporto Internacional de Viena fica a 19 km da propriedade.","2026-03-13 21:32:07.150585+00","2026-03-13 21:32:07.150588+00"
"9a34ddc6-8ce5-403e-8913-e704f3390f9c","d5d93b0d-7a1f-4581-aa09-61792b3947ee","01b297d6-5d55-4a42-9667-c3959f585545","es","El Leonardo Vienna Westbahnhof es un hotel para no fumadores situado a tan solo 100 metros de la calle comercial Mariahilfer Straße y a 400 metros de la estación Westbahnhof. El centro de Viena se encuentra a 5 minutos en metro.

Las habitaciones del Leonardo Vienna Westbahnhof son modernas y cuentan con aire acondicionado, TV de pantalla plana, minibar, tetera/cafetera y baño con secador de pelo y espejo de tocador.

El bar del hotel abre de 17:00 a 00:00. El Vienna Leonardo Hotel también alberga un centro de negocios y cuenta con recepción 24 horas. Además, hay una sala de fitness disponible de forma gratuita.

El acceso a la estación de metro de Westbahnhof está a solo 2 minutos a pie. El Museo Tecnológico y el acuario Haus des Meeres se encuentran a 1,5 km.","2026-03-13 21:38:32.005901+00","2026-03-13 21:38:32.005904+00"
"66a393d7-2613-4962-88a1-974234694ff0","25bbfcb7-8d28-4f99-a43e-4d648058457f","1c1b8b3a-0fa9-41f1-860d-0f96752b8fa1","en","Newly opened in May 2015, Motel One Wien-Hauptbahnhof is located right next to Vienna's Main Train Station. Guests can enjoy the on-site bar and benefit from free WiFi and a 24-hour reception.

The modern rooms at the Wien-Hauptbahnhof Motel One are air-conditioned and equipped with a flat-screen TV and a bathroom.

The train station features a wide range of shops, restaurants, and supermarkets, as well as an underground station providing direct connections to the city centre in just 5 minutes. Belvedere Palace is a 10-minute walk away.","2026-03-13 23:08:35.787423+00","2026-03-13 23:08:35.787427+00"
"ea206eaf-782d-4913-84a0-8acde47abcd0","3ae2198c-87d2-42e7-a0cc-ca3d1fe5233a","01b297d6-5d55-4a42-9667-c3959f585545","en","The non-smoking Leonardo Vienna Westbahnhof is just 100 metres from the Mariahilfer Straße shopping street and 400 metres from the Westbahnhof transportation hub. Vienna’s city centre can be reached by underground in 5 minutes.

The modern, air-conditioned rooms at Leonardo Vienna Westbahnhof feature a flat-screen TV, a minibar, a tea/coffee maker, and a bathroom with a hairdryer and a make-up mirror.

The property´s hotel bar welcomes guests from 17:00-24:00. The Vienna Leonardo Hotel also offers a business centre and a 24-hour reception. A fitness room is also at guests´ disposal for free.

The entrance to the Westbahnhof Underground Station is only a 2-minute walk away. The Technical Museum and the Haus des Meeres Aquarium are both 1.5 km away.","2026-03-13 21:46:35.84943+00","2026-03-13 21:46:35.849433+00"
"83b6a468-4424-4f70-8ea3-79acfda1b002","a89b7877-3528-48dc-b931-3de0ccb9d780","01b297d6-5d55-4a42-9667-c3959f585545","de","Das rauchfreie Leonardo Vienna Westbahnhof ist nur 100 m von der Einkaufsmeile Mariahilfer Straße und 400 m vom Verkehrsknotenpunkt Westbahnhof entfernt. Die Wiener Innenstadt erreichen Sie nach einer 5-minütigen U-Bahn-Fahrt.

Die modernen, klimatisierten Zimmer im Leonardo Vienna Westbahnhof verfügen über einen Flachbild-TV, eine Minibar, Tee- und Kaffeezubehör sowie ein Bad mit einem Haartrockner und einem Kosmetikspiegel.

Die Hotelbar der Unterkunft ist von 17:00 bis 00:00 Uhr geöffnet. Das Vienna Leonardo Hotel bietet Ihnen auch ein Businesscenter und eine 24-Stunden-Rezeption. Ein Fitnessraum steht Ihnen kostenlos zur Verfügung.

Der Eingang zur U-Bahn-Station Westbahnhof ist nur 2 Gehminuten entfernt. Das Technische Museum und das Aquarium Haus des Meeres sind beide nur 1,5 km entfernt.","2026-03-13 21:53:05.186964+00","2026-03-13 21:53:05.186967+00"
"7811b673-22ab-4613-bb2f-e0b33f231585","b8baed0a-2510-478e-a34c-245aca4d3a19","01b297d6-5d55-4a42-9667-c3959f585545","fr","Le Leonardo Vienna Westbahnhof est un établissement non-fumeurs situé à seulement 100 mètres de la rue commerçante Mariahilfer Straße et à 400 mètres du pôle d’échanges Westbahnhof. L’hôtel est installé à 5 minutes en métro du centre-ville de Vienne.

Les chambres modernes du Leonardo Vienna Westbahnhof comportent la climatisation, une télévision à écran plat, un minibar, un plateau/bouilloire ainsi qu’une salle de bains pourvue d’un sèche-cheveux et d’un miroir de maquillage.

Le bar de l’établissement est ouvert entre 17h00 et minuit. Le Vienna Leonardo Hotel possède un centre d’affaires et une réception ouverte 24h/24. Vous pourrez profiter gratuitement d’une salle de sport.

L’entrée de la station de métro Westbahnhof est accessible en seulement 2 minutes à pied. L’établissement est implanté à 1,5 km du musée des Techniques et de l’aquarium Haus des Meeres.","2026-03-13 21:59:29.131996+00","2026-03-13 21:59:29.131999+00"
"dd97863b-da66-4825-ae71-c4d1adf85760","049a7d25-6ae9-4d83-941c-af89caf24fc6","b5056300-931c-4c50-b5d7-1487201d51ca","es","El Ibis budget Wien Sankt Marx está ubicado en el distrito 3º de Viena, a 2 minutos a pie de la estación de metro y autobuses de Erdberg, y ofrece habitaciones modernas con aire acondicionado y TV vía satélite de pantalla plana. El centro de la ciudad está a unos 10 minutos en metro.

El Ibis budget Sankt Marx proporciona WiFi gratuita en todas las instalaciones. Las habitaciones disponen de baño con ducha y aseo.

El establecimiento sirve un abundante desayuno buffet de 06:30 a 10:00 de lunes a viernes y de 07:00 a 10:30 los fines de semana y festivos. La terraza abre cuando hace buen tiempo.

Además, el hotel dispone de máquinas expendedoras de bebidas y aperitivos. En la zona de salón hay ordenadores con conexión a internet de uso gratuito.

La autopista A23 se encuentra a unos 5 minutos en coche.","2026-03-13 22:24:23.538599+00","2026-03-13 22:24:23.538602+00"
"2559b771-eb17-45ac-b1f4-60e7b786bcee","8cc13c1d-6dd1-460f-9a61-41b818cba8fc","b5056300-931c-4c50-b5d7-1487201d51ca","fr","Situé à 2 minutes à pied de la gare routière et de la station de métro d'Erdberg, dans le 3ème arrondissement de Vienne, l'Ibis budget Wien Sankt Marx propose des chambres modernes dotées de la climatisation gratuite et d'une télévision par satellite à écran plat. Vous pourrez accéder au centre-ville en 10 minutes de métro.

Une connexion Wi-Fi est accessible gratuitement dans l'ensemble de l'Ibis budget Sankt Marx. Toutes les chambres possèdent une salle de bains pourvue d'une douche et de toilettes.

Un copieux petit-déjeuner buffet est servi de 6h30 à 10h00 en semaine et de 7h00 à 10h30 le week-end ainsi que les jours fériés. Par beau temps, vous aurez la possibilité de profiter de la terrasse.

Vous pourrez acheter des boissons et des collations dans les distributeurs automatiques sur place. Des postes informatiques avec connexion Internet sont mis gratuitement à votre disposition dans le coin salon.

L'autoroute A23 se trouve à 5 minutes de voiture de l'Ibis budget Wien Sankt Marx.","2026-03-13 22:44:43.3967+00","2026-03-13 22:44:43.396703+00"
"36bb582a-3b17-4c1c-83f3-d52c60a3d308","34ccfc14-264d-4edc-8f9d-4c45da43c706","b5056300-931c-4c50-b5d7-1487201d51ca","nl","Ibis Budget Wien Sankt Marx ligt op 2 minuten lopen van bus- en metrostation Erdberg in het 3e district van Wenen en beschikt over moderne kamers met gratis airconditioning en een flatscreen-tv met satellietzenders. Het centrum is met de metro in minder dan 10 minuten te bereiken.

Overal in het Ibis Budget Sankt Marx is gratis WiFi beschikbaar. Alle kamers hebben een badkamer met een douche en een toilet.

Het uitgebreide ontbijtbuffet is doordeweeks beschikbaar van 06:30 tot 10:00 uur en in het weekeinde en op feestdagen van 07:00 tot 10:30 uur. Bij mooi weer is het terras geopend.

Drankjes en hapjes zijn verkrijgbaar uit de verkoopautomaten. In de lounge kunt u gratis gebruikmaken van computers met internet.

Met de auto bent u binnen 5 minuten bij de snelweg A23.","2026-03-13 22:55:37.220798+00","2026-03-13 22:55:37.220801+00"
"566cd9f6-31fd-4745-b831-e619a639645a","84f9b156-2616-45c5-9a5c-f4a3fbca764f","01b297d6-5d55-4a42-9667-c3959f585545","it","Il Leonardo Vienna Westbahnhof è una struttura non fumatori che sorge ad appena 100 metri dalla strada dello shopping Mariahilfer Straße, 400 metri dalla stazione di snodo dei trasporti di Westbahnhof e 5 minuti di metropolitana dal centro di Vienna.

Climatizzate e moderne, le camere del Leonardo Vienna Westbahnhof dispongono di TV a schermo piatto, minibar, set per la preparazione di tè e caffè e bagno con asciugacapelli e specchio cosmetico.

Il bar dell’hotel vi attende dalle 17:00 alle 24:00. Avrete a disposizione anche un centro business, una reception aperta 24 ore su 24 e una sala fitness ad uso gratuito.

A soli 2 minuti a piedi dall’ingresso alla stazione della metropolitana Westbahnhof, la struttura dista 1,5 km dal Technisches Museum Wien e dall’acquario Haus des Meeres.","2026-03-13 22:05:48.540144+00","2026-03-13 22:05:48.540148+00"
"6b82a39e-3544-4a6c-bed2-ae8d328c2100","85c9a85a-cd86-4ea5-b805-7f4338b00ec6","01b297d6-5d55-4a42-9667-c3959f585545","nl","Het rookvrije Leonardo Vienna Westbahnhof ligt op slechts 100 meter van de winkelstraat Mariahilfer Straße en op 400 meter van het vervoersknooppunt Westbahnhof Het is 5 minuten met de metro in het centrum van Wenen.

De moderne kamers van het Leonardo Vienna Westbahnhof hebben airconditioning, een flatscreen-tv, een minibar, koffie- en theefaciliteiten en een badkamer met een föhn en een make-upspiegel.

De hotelbar is geopend van 17:00 tot 24:00. Het Vienna Leonardo Hotel beschikt verder over een businesscentrum, een 24-uursreceptie en een gratis fitnessruimte.

De ingang tot metrostation Westbahnhof is te voet in slechts 2 minuten bereikbaar. Het Techniekmuseum en het aquarium Haus des Meeres bevinden zich beide op 1,5 km van het Leonardo Hotel.","2026-03-13 22:12:08.568616+00","2026-03-13 22:12:08.568619+00"
"dcc49504-6969-43ee-b358-568678b2e4a0","f6873637-49f2-44a8-a56e-71edab592cb4","01b297d6-5d55-4a42-9667-c3959f585545","pt","O Leonardo Vienna Westbahnhof é um alojamento para não fumadores situado apenas a 100 metros da Mariahilfer Straße (rua comercial) e a 400 metros do centro de transportes Westbahnhof. O centro da cidade de Viena situa-se a 5 minutos de metro.

Os modernos quartos com ar condicionado do Leonardo Vienna Westbahnhof dispõe de uma televisão com ecrã plano, um minibar, comodidades para preparar chá/café e uma casa de banho com um secador de cabelo e um espelho de maquilhagem.

O bar da propriedade está aberto das 17:00h às 00:00h. O Vienna Leonardo Hotel também tem um centro de negócios e uma recepção aberta 24 horas por dia. A sala de fitness também está à disposição dos hóspedes de forma gratuita.

A entrada para a Estação de Metro Westbahnhof fica apenas a 2 minutos a pé. O Museu Técnico e o Aquário Haus des Meeres estão a 1,5 km da propriedade.","2026-03-13 22:18:07.878761+00","2026-03-13 22:18:07.878766+00"
"170ded56-2213-49b6-9482-477ceaac67a6","2d2b71b7-67d8-46b6-a604-036b4d53661b","b5056300-931c-4c50-b5d7-1487201d51ca","en","Located a 2-minute walk from the Erdberg Bus and Underground Station in Vienna’s 3rd district, Ibis budget Wien Sankt Marx offers modern rooms with free air-conditioning and a flat-screen satellite TV. The city centre can be reached within a 10-minute underground ride.

Free WiFi is provided throughout the Ibis budget Sankt Marx. All rooms feature a bathroom with a shower and a toilet.

A rich buffet breakfast is served from 06:30 to 10:00 on weekdays and from 07:00 to 10:30 on weekends and public holidays. A terrace is available in good weather conditions.

Guests can buy beverages and snacks at the vending machines. Computer stations with internet access can be used free of charge in the lounge area.

The A23 motorway can be reached within a 5-minute drive.","2026-03-13 22:32:07.230345+00","2026-03-13 22:32:07.23035+00"
"012f5d84-00da-480e-b7e1-ea2a17a3a669","233c70c9-4e87-49a0-8181-e3c095a3a07b","b5056300-931c-4c50-b5d7-1487201d51ca","de","Das Ibis budget Wien Sankt Marx begrüßt Sie nur 2 Gehminuten vom U-Bahnhof und der Bushaltestelle Erdberg entfernt im 3. Wiener Bezirk. Freuen Sie sich auf moderne Zimmer mit kostenfreier Klimaanlage und einem Flachbild-Sat-TV. Das Stadtzentrum erreichen Sie mit der U-Bahn innerhalb von 10 Minuten.

WLAN nutzen Sie in allen Bereichen des Ibis budget Sankt Marx kostenfrei. Alle Zimmer erwarten Sie mit einem eigenen Bad mit einer Dusche und einem WC.

Unter der Woche steht von 06:30 Uhr bis 10:00 Uhr sowie am Wochenende von 07:00 Uhr bis 10:30 Uhr ein reichhaltiges Frühstücksbuffet für Sie bereit. Bei schönem Wetter können Sie auch auf der Terrasse entspannen.

Getränke und Snacks erhalten Sie an den Automaten. Außerdem stehen Ihnen im Loungebereich kostenfrei Computerstationen mit Internetzugang zur Verfügung.

Die Autobahn A23 erreichen Sie nach einer rund 5-minütigen Fahrt.","2026-03-13 22:38:28.007176+00","2026-03-13 22:38:28.00718+00"
